date,price
2015-10-19,2286.218501918794
2015-10-20,2402.5025895147323
2015-10-21,2275.8999025608277
2015-10-22,2433.2878242909605
2015-10-23,2383.003088689953
2015-10-26,2427.139072499009
2015-10-27,2754.727864906438
2015-10-28,2662.9251453050365
2015-10-29,2769.1567448301594
2015-10-30,2706.534406153403
2015-11-02,2613.006979111027
2015-11-03,2499.079791101883
2015-11-04,2499.079791101883
2015-11-05,2549.942863843969
2015-11-06,2549.942863843969
2015-11-09,2315.410329257819
2015-11-10,2315.410329257819
2015-11-11,2149.445432104258
2015-11-12,2149.445432104258
2015-11-13,2208.9393854322625
2015-11-16,2283.291776567821
2015-11-17,2151.35942550622
2015-11-18,2232.9601494213607
2015-11-19,2232.9601494213607
2015-11-20,2425.313482625384
2015-11-23,2506.4461540678226
2015-11-24,2506.4461540678226
2015-11-25,2591.96139204568
2015-11-26,2502.072441798038
2015-11-27,2502.072441798038
2015-11-30,2382.248314138622
2015-12-01,2282.750930354431
2015-12-02,2192.5026675661093
2015-12-03,2101.9739846659795
2015-12-04,2000.7206401663952
2015-12-07,2140.578285590379
2015-12-08,2140.578285590379
2015-12-09,2140.578285590379
2015-12-10,2325.5383665293634
2015-12-11,2423.187061352121
2015-12-14,2373.974001024897
2015-12-15,2494.347318049573
2015-12-16,2415.445325745958
2015-12-17,2572.044080413601
2015-12-18,2657.92380393847
2015-12-21,2790.770672388388
2015-12-22,2790.770672388388
2015-12-23,2455.436951468831
2015-12-24,2472.277653470899
2015-12-25,2466.8360166959837
2015-12-28,2614.894434752222
2015-12-29,2443.589577915216
2015-12-30,2356.247435661474
2015-12-31,2211.527343239474
2016-01-01,2366.175252858707
2016-01-04,2492.1368981399964
2016-01-05,2593.101847175841
2016-01-06,2665.2891143045144
2016-01-07,2712.467510498441
2016-01-08,2893.458474794913
2016-01-11,2634.0296684971736
2016-01-12,2762.849620652777
2016-01-13,2586.499877255301
2016-01-14,2722.219610338137
2016-01-15,2722.219610338137
2016-01-18,2368.798736900452
2016-01-19,2263.279206281539
2016-01-20,2311.160362812192
2016-01-21,2351.301262184856
2016-01-22,2243.758066774602
2016-01-25,2416.896852864131
2016-01-26,2416.896852864131
2016-01-27,2400.85619601791
2016-01-28,2470.1778920913057
2016-01-29,2548.537655107521
2016-02-01,2476.830505538145
2016-02-02,2476.830505538145
2016-02-03,2397.068900357401
2016-02-04,2397.068900357401
2016-02-05,2360.006468134581
2016-02-08,2469.5614125610664
2016-02-09,2469.5614125610664
2016-02-10,2539.062366154812
2016-02-11,2513.834094798008
2016-02-12,2346.8179519991445
2016-02-15,2343.657758538472
2016-02-16,2125.94135768437
2016-02-17,2125.94135768437
2016-02-18,2125.94135768437
2016-02-19,1948.3597863325726
2016-02-22,1846.11365463727
2016-02-23,1835.9859781980151
2016-02-24,1835.9859781980151
2016-02-25,1835.9859781980151
2016-02-26,1823.5840131726254
2016-02-29,1904.764645644567
2016-03-01,1904.764645644567
2016-03-02,1822.5356161873333
2016-03-03,1822.5356161873333
2016-03-04,1822.5356161873333
2016-03-07,1588.199709207048
2016-03-08,1509.1731047036615
2016-03-09,1509.1731047036615
2016-03-10,1600.8260989145856
2016-03-11,1710.5988257479478
2016-03-14,1678.0179172180096
2016-03-15,1678.0179172180096
2016-03-16,1678.0179172180096
2016-03-17,1625.9539755096234
2016-03-18,1655.1108812763446
2016-03-21,1512.4925660786632
2016-03-22,1413.6910098350588
2016-03-23,1413.6910098350588
2016-03-24,1376.2017308848485
2016-03-25,1445.3272063362244
2016-03-28,1649.6823619260244
2016-03-29,1649.6823619260244
2016-03-30,1784.0264729003786
2016-03-31,1784.0264729003786
2016-04-01,1784.0264729003786
2016-04-04,1871.2878932705044
2016-04-05,1819.7519180759664
2016-04-06,1819.7519180759664
2016-04-07,1819.7519180759664
2016-04-08,1819.7519180759664
2016-04-11,1728.6398645166971
2016-04-12,1844.332369879957
2016-04-13,1844.332369879957
2016-04-14,1844.332369879957
2016-04-15,1844.332369879957
2016-04-18,1889.3475121642425
2016-04-19,1887.994862343974
2016-04-20,1887.994862343974
2016-04-21,1887.994862343974
2016-04-22,1887.994862343974
2016-04-25,2066.988427388418
2016-04-26,2185.1787051099705
2016-04-27,2288.6249862571835
2016-04-28,2288.6249862571835
2016-04-29,2045.6851298780166
2016-05-02,1759.455715873
2016-05-03,1759.455715873
2016-05-04,1845.0713240849161
2016-05-05,1798.597697586015
2016-05-06,1798.597697586015
2016-05-09,1754.2243445347242
2016-05-10,1696.2228259801386
2016-05-11,1748.5015845243647
2016-05-12,1748.5015845243647
2016-05-13,1748.5015845243647
2016-05-16,1621.6329767722773
2016-05-17,1660.0708712561593
2016-05-18,1661.548232870867
2016-05-19,1607.2645860812588
2016-05-20,1653.5506659112332
2016-05-23,1707.9789526859313
2016-05-24,1699.8522658185889
2016-05-25,1584.673617387045
2016-05-26,1584.673617387045
2016-05-27,1700.9790963331232
2016-05-30,1755.3063385760674
2016-05-31,1812.9937243745403
2016-06-01,1865.8132070301133
2016-06-02,1956.6837864795361
2016-06-03,2019.0012236745004
2016-06-06,2052.512572147213
2016-06-07,1929.3967906135965
2016-06-08,1929.3967906135965
2016-06-09,1881.9850969976287
2016-06-10,1881.9850969976287
2016-06-13,1602.4137890511895
2016-06-14,1644.2337875825388
2016-06-15,1644.2337875825388
2016-06-16,1808.319937359868
2016-06-17,1808.319937359868
2016-06-20,1691.432826341288
2016-06-21,1615.288485107723
2016-06-22,1588.4457891864358
2016-06-23,1554.1884534984806
2016-06-24,1554.1884534984806
2016-06-27,1600.903187553089
2016-06-28,1600.903187553089
2016-06-29,1740.6568618725748
2016-06-30,1740.6568618725748
2016-07-01,1740.6568618725748
2016-07-04,1934.9130230488568
2016-07-05,1934.9130230488568
2016-07-06,1934.9130230488568
2016-07-07,1976.9165697920464
2016-07-08,2033.7542330955068
2016-07-11,2085.807468454158
2016-07-12,1988.710425965404
2016-07-13,2044.5326015846192
2016-07-14,2044.5326015846192
2016-07-15,2115.488959933288
2016-07-18,2152.768151921609
2016-07-19,2023.1443703306045
2016-07-20,2109.183765458403
2016-07-21,2066.588641226171
2016-07-22,2178.124353118249
2016-07-25,2152.056667397565
2016-07-26,2127.2676781116124
2016-07-27,2168.824746559393
2016-07-28,2151.907816801512
2016-07-29,2011.7374807104911
2016-08-01,2012.9890904137135
2016-08-02,1990.7967957850808
2016-08-03,2009.490616948716
2016-08-04,2064.2455072012112
2016-08-05,2200.097817852236
2016-08-08,2226.1818211212185
2016-08-09,2272.242115373609
2016-08-10,2146.653825699982
2016-08-11,2241.0680914398567
2016-08-12,2241.0680914398567
2016-08-15,2106.672044626433
2016-08-16,2237.2461459251085
2016-08-17,2272.154891732469
2016-08-18,2428.490144382879
2016-08-19,2356.361278013473
2016-08-22,2297.1724225572243
2016-08-23,2310.6316094164263
2016-08-24,2216.3961321627285
2016-08-25,2216.3961321627285
2016-08-26,1981.8907201302547
2016-08-29,2214.026316176029
2016-08-30,2166.261090648344
2016-08-31,2166.261090648344
2016-09-01,2166.261090648344
2016-09-02,2192.5190562375096
2016-09-05,2166.418260710835
2016-09-06,2261.34806891267
2016-09-07,2261.34806891267
2016-09-08,2321.7528485711914
2016-09-09,2321.7528485711914
2016-09-12,2730.6010273424804
2016-09-13,2730.6010273424804
2016-09-14,2684.038548691456
2016-09-15,2673.286928422852
2016-09-16,2644.295449941476
2016-09-19,2725.315582557946
2016-09-20,2725.315582557946
2016-09-21,2725.315582557946
2016-09-22,2974.060504543672
2016-09-23,2946.162517491759
2016-09-26,2911.9771311459363
2016-09-27,2966.1938655905988
2016-09-28,2764.8615912753694
2016-09-29,2764.8615912753694
2016-09-30,2764.8615912753694
2016-10-03,2952.059366527331
2016-10-04,2983.563042507436
2016-10-05,2983.563042507436
2016-10-06,3005.677719842986
2016-10-07,2865.5226699902532
2016-10-10,3083.2872328391445
2016-10-11,3279.005278789445
2016-10-12,3499.119113055143
2016-10-13,3654.1815305037153
2016-10-14,3853.6236986181175
2016-10-17,3822.9002386299603
2016-10-18,3381.731666129451
2016-10-19,3567.5373216058897
2016-10-20,3567.5373216058897
2016-10-21,3567.5373216058897
2016-10-24,4476.761256391743
2016-10-25,4476.761256391743
2016-10-26,4476.761256391743
2016-10-27,4092.5247877282013
2016-10-28,3911.639200962902
2016-10-31,3959.0488590721534
2016-11-01,3870.904826192057
2016-11-02,3870.904826192057
2016-11-03,3830.69865337094
2016-11-04,3794.1545103517683
2016-11-07,3407.5386737503522
2016-11-08,3407.5386737503522
2016-11-09,3174.0898145799324
2016-11-10,3256.42066548436
2016-11-11,3166.6566531513704
2016-11-14,2915.708149819809
2016-11-15,2796.387681863447
2016-11-16,2858.4302088522645
2016-11-17,2802.776462726089
2016-11-18,2802.776462726089
2016-11-21,2591.9652232206868
2016-11-22,2591.9652232206868
2016-11-23,2773.7503702026647
2016-11-24,2830.274192255921
2016-11-25,2830.274192255921
2016-11-28,2682.175666430124
2016-11-29,2682.175666430124
2016-11-30,2427.638396796912
2016-12-01,2260.359882755968
2016-12-02,2390.1365488160545
2016-12-05,2139.2511121222374
2016-12-06,2018.1745650927007
2016-12-07,2033.8905493002767
2016-12-08,1974.1126518244312
2016-12-09,1925.1298228517398
2016-12-12,2328.6541449979377
2016-12-13,2470.191325061557
2016-12-14,2315.0960106790108
2016-12-15,2266.022943185565
2016-12-16,2266.022943185565
2016-12-19,2377.931755240821
2016-12-20,2345.6507028643978
2016-12-21,2492.2625137819155
2016-12-22,2390.121900498283
2016-12-23,2465.099992584222
2016-12-26,2539.331155404321
2016-12-27,2539.331155404321
2016-12-28,2657.0724688689693
2016-12-29,2524.351143067984
2016-12-30,2524.351143067984
2017-01-02,2255.910046868937
2017-01-03,2330.286520145753
2017-01-04,2351.6562084166158
2017-01-05,2320.5100648486577
2017-01-06,2448.839006991417
2017-01-09,2543.4940159517946
2017-01-10,2410.7011019976308
2017-01-11,2257.955601737356
2017-01-12,2301.499634039413
2017-01-13,2301.499634039413
2017-01-16,2485.9308739183666
2017-01-17,2463.904266314703
2017-01-18,2463.904266314703
2017-01-19,2618.04607182612
2017-01-20,2618.04607182612
2017-01-23,2616.378303711505
2017-01-24,2646.0826080403344
2017-01-25,2527.6849682681163
2017-01-26,2560.7031446980122
2017-01-27,2584.482648901993
2017-01-30,2586.215175082466
2017-01-31,2586.215175082466
2017-02-01,2586.215175082466
2017-02-02,2691.58810311214
2017-02-03,2801.1910722603748
2017-02-06,3037.962950883236
2017-02-07,2933.476666623191
2017-02-08,2778.4419159857957
2017-02-09,2587.274386522009
2017-02-10,2741.15320912418
2017-02-13,2443.366002505953
2017-02-14,2438.215774946997
2017-02-15,2438.215774946997
2017-02-16,2574.0220360406493
2017-02-17,2542.30827751715
2017-02-20,2379.938954421656
2017-02-21,2533.9261209826363
2017-02-22,2533.9261209826363
2017-02-23,2533.9261209826363
2017-02-24,2298.973742921403
2017-02-27,2387.649776136897
2017-02-28,2293.7996804363643
2017-03-01,2436.462766220279
2017-03-02,2574.3378377952736
2017-03-03,2710.74529877827
2017-03-06,2895.8759768465943
2017-03-07,2700.98276796117
2017-03-08,2871.5553961581813
2017-03-09,2765.497746918043
2017-03-10,2744.009961682077
2017-03-13,2597.0243690465672
2017-03-14,2500.4580608780257
2017-03-15,2628.8003941216066
2017-03-16,2780.7811122059197
2017-03-17,2845.208680320123
2017-03-20,2682.753592647383
2017-03-21,2682.753592647383
2017-03-22,2682.125548917298
2017-03-23,2682.125548917298
2017-03-24,2690.6929184944643
2017-03-27,3094.5556471832965
2017-03-28,3112.0469591149817
2017-03-29,3228.361289196159
2017-03-30,3164.537614930421
2017-03-31,3306.37283077352
2017-04-03,3529.174385426029
2017-04-04,3529.174385426029
2017-04-05,3529.174385426029
2017-04-06,3529.174385426029
2017-04-07,3165.0902865521557
2017-04-10,2953.1661657402515
2017-04-11,2953.1661657402515
2017-04-12,2953.1661657402515
2017-04-13,2953.1661657402515
2017-04-14,2406.5281703258247
2017-04-17,2630.79585096791
2017-04-18,2562.9787912903016
2017-04-19,2680.0823669101487
2017-04-20,2809.599859427191
2017-04-21,2809.599859427191
2017-04-24,2634.314261901593
2017-04-25,2604.8834322959783
2017-04-26,2697.166602227416
2017-04-27,2862.5869338052553
2017-04-28,2847.502075387391
2017-05-01,2734.4850749360103
2017-05-02,2734.4850749360103
2017-05-03,2656.5880042858857
2017-05-04,2761.564268132459
2017-05-05,2605.3496759157238
2017-05-08,2484.420140901849
2017-05-09,2484.420140901849
2017-05-10,2484.420140901849
2017-05-11,2311.543837708619
2017-05-12,2311.543837708619
2017-05-15,2394.0211966097672
2017-05-16,2261.781882393319
2017-05-17,2232.932002034266
2017-05-18,2232.932002034266
2017-05-19,2242.313959158845
2017-05-22,2331.05575998698
2017-05-23,2395.352764230417
2017-05-24,2395.352764230417
2017-05-25,2395.352764230417
2017-05-26,2395.352764230417
2017-05-29,2130.8506995895427
2017-05-30,2198.299397936657
2017-05-31,2282.320778975137
2017-06-01,2303.324469710177
2017-06-02,2303.324469710177
2017-06-05,2605.2021372408467
2017-06-06,2711.8770685557997
2017-06-07,2750.3436069539107
2017-06-08,2700.5738270599145
2017-06-09,2678.5648623081897
2017-06-12,2567.2871129233567
2017-06-13,2409.5115799399327
2017-06-14,2411.166865194486
2017-06-15,2411.166865194486
2017-06-16,2318.455220341922
2017-06-19,2261.508654561937
2017-06-20,2463.653637075287
2017-06-21,2362.7114088883545
2017-06-22,2362.7114088883545
2017-06-23,2404.958252259567
2017-06-26,2694.608203690769
2017-06-27,2815.3736102332764
2017-06-28,2893.2049732563896
2017-06-29,2893.2049732563896
2017-06-30,2616.861856821934
2017-07-03,2635.399999871244
2017-07-04,2814.595331823665
2017-07-05,2814.595331823665
2017-07-06,2814.595331823665
2017-07-07,2814.595331823665
2017-07-10,2671.925987602229
2017-07-11,2634.49058344564
2017-07-12,2535.2288729914067
2017-07-13,2398.539553933786
2017-07-14,2398.539553933786
2017-07-17,2023.5775984982504
2017-07-18,1973.0518855900848
2017-07-19,1973.0518855900848
2017-07-20,2017.2550477568714
2017-07-21,2073.2417027901292
2017-07-24,2402.9430729564224
2017-07-25,2297.9434783270362
2017-07-26,2191.560964235144
2017-07-27,2337.1698587502287
2017-07-28,2321.517870151972
2017-07-31,2391.4180018103825
2017-08-01,2254.473789517457
2017-08-02,2225.0183724002827
2017-08-03,2225.0183724002827
2017-08-04,2226.5537876156427
2017-08-07,2117.175681643056
2017-08-08,2031.3020436663705
2017-08-09,2031.3020436663705
2017-08-10,2031.3020436663705
2017-08-11,2122.070033639042
2017-08-14,2260.8671080393874
2017-08-15,2260.8671080393874
2017-08-16,2260.8671080393874
2017-08-17,2542.5721107450017
2017-08-18,2497.4220752667484
2017-08-21,2719.8050207154897
2017-08-22,2691.949738457998
2017-08-23,2621.7860784349514
2017-08-24,2457.6187081277103
2017-08-25,2479.985932870505
2017-08-28,2532.178141727532
2017-08-29,2532.178141727532
2017-08-30,2532.178141727532
2017-08-31,2532.178141727532
2017-09-01,2532.178141727532
2017-09-04,2447.0240063273304
2017-09-05,2288.759007798324
2017-09-06,2288.759007798324
2017-09-07,2075.952610680452
2017-09-08,1997.4730757602686
2017-09-11,1841.9299784308653
2017-09-12,1783.2806860255835
2017-09-13,1804.489481841413
2017-09-14,1804.489481841413
2017-09-15,1804.489481841413
2017-09-18,1608.6278429945626
2017-09-19,1670.9168778173362
2017-09-20,1609.317276733314
2017-09-21,1707.1759356612067
2017-09-22,1790.5119524728198
2017-09-25,1695.691871536139
2017-09-26,1695.691871536139
2017-09-27,1695.691871536139
2017-09-28,1766.7053107362494
2017-09-29,1687.6106500951435
2017-10-02,1672.2915711558967
2017-10-03,1722.6835742120684
2017-10-04,1648.8241100106407
2017-10-05,1706.2498373901474
2017-10-06,1794.5749574736926
2017-10-09,1688.6964820408564
2017-10-10,1788.4325069805504
2017-10-11,1888.868305811774
2017-10-12,1888.868305811774
2017-10-13,1827.3599994010785
2017-10-16,2040.648085028141
2017-10-17,2123.614724129038
2017-10-18,2235.669923770025
2017-10-19,2229.3506796829643
2017-10-20,2350.361224279307
2017-10-23,2296.069232768059
2017-10-24,2296.069232768059
2017-10-25,2507.696913563428
2017-10-26,2507.696913563428
2017-10-27,2221.406148950721
2017-10-30,2310.986904668004
2017-10-31,2365.526141649486
2017-11-01,2495.882173099305
2017-11-02,2416.0169308265786
2017-11-03,2528.858566431484
2017-11-06,2681.190755461372
2017-11-07,2582.773631091528
2017-11-08,2632.673106711719
2017-11-09,2502.479661808313
2017-11-10,2629.582274811148
2017-11-13,2764.848486512077
2017-11-14,2700.123882246924
2017-11-15,2700.123882246924
2017-11-16,2700.123882246924
2017-11-17,3022.2221817838677
2017-11-20,3173.194725788472
2017-11-21,3194.472484615247
2017-11-22,3107.523571710805
2017-11-23,3284.806916752486
2017-11-24,3284.806916752486
2017-11-27,3061.0742802968516
2017-11-28,3243.737109584029
2017-11-29,3366.126060735469
2017-11-30,3197.083915826748
2017-12-01,3326.9543710099897
2017-12-04,3502.504631115703
2017-12-05,3719.122743557169
2017-12-06,3719.122743557169
2017-12-07,3724.0285279896334
2017-12-08,3878.5870962657646
2017-12-11,4233.7224012911765
2017-12-12,4233.7224012911765
2017-12-13,4233.7224012911765
2017-12-14,4150.72819930583
2017-12-15,4140.8523781687045
2017-12-18,3788.735951805733
2017-12-19,3880.3246104743453
2017-12-20,4074.406877213158
2017-12-21,4101.7576377454825
2017-12-22,4228.240027362774
2017-12-25,4058.443456631957
2017-12-26,4045.2161676097553
2017-12-27,3854.999279190337
2017-12-28,3677.9743879976695
2017-12-29,3677.9743879976695
2018-01-01,3562.102817026286
2018-01-02,3463.8162819944905
2018-01-03,3473.6768448361363
2018-01-04,3558.2745510443683
2018-01-05,3558.2745510443683
2018-01-08,3267.1841158736743
2018-01-09,3102.205618565521
2018-01-10,3287.628928672996
2018-01-11,3287.628928672996
2018-01-12,3287.628928672996
2018-01-15,3470.0382232702736
2018-01-16,3470.0382232702736
2018-01-17,3616.331312484125
2018-01-18,3617.512206580666
2018-01-19,3617.512206580666
2018-01-22,3011.7696699443577
2018-01-23,3207.6746872350427
2018-01-24,3319.2755446819897
2018-01-25,3215.189750600633
2018-01-26,3262.9425635804737
2018-01-29,3203.603419033188
2018-01-30,3203.603419033188
2018-01-31,3295.194344169622
2018-02-01,3116.795376776582
2018-02-02,3235.0204364768792
2018-02-05,3374.596080709295
2018-02-06,3611.4705786233003
2018-02-07,3632.7860240163814
2018-02-08,3632.7860240163814
2018-02-09,4002.847992630079
2018-02-12,4302.074605093614
2018-02-13,4396.686088740427
2018-02-14,4099.849235414276
2018-02-15,4099.849235414276
2018-02-16,4099.849235414276
2018-02-19,4815.545232025836
2018-02-20,4697.401630888979
2018-02-21,4595.6564836085745
2018-02-22,4570.974429205497
2018-02-23,4570.974429205497
2018-02-26,4417.282320157918
2018-02-27,4296.852528409175
2018-02-28,4136.659717948266
2018-03-01,3977.619377767752
2018-03-02,3977.619377767752
2018-03-05,4363.18718715478
2018-03-06,4078.515831140082
2018-03-07,4086.849696425178
2018-03-08,4049.387285270225
2018-03-09,4049.387285270225
2018-03-12,4225.377505908447
2018-03-13,4193.412078676897
2018-03-14,4428.601908522251
2018-03-15,4709.237637705566
2018-03-16,4709.237637705566
2018-03-19,5154.249807806907
2018-03-20,4840.7865270363645
2018-03-21,4901.639880604363
2018-03-22,5242.901500292077
2018-03-23,4889.8691910850985
2018-03-26,4436.441380087763
2018-03-27,4088.706192053922
2018-03-28,4088.706192053922
2018-03-29,3765.4077092989723
2018-03-30,3765.4077092989723
2018-04-02,3692.237573313305
2018-04-03,3692.237573313305
2018-04-04,3692.237573313305
2018-04-05,3652.448927681035
2018-04-06,3754.134677224131
2018-04-09,3753.4837710045454
2018-04-10,3753.4837710045454
2018-04-11,3744.2356090861513
2018-04-12,3482.8711343803197
2018-04-13,3286.7731657603917
2018-04-16,3622.162370652634
2018-04-17,3780.745187546226
2018-04-18,3726.2741353649785
2018-04-19,3889.2107999749187
2018-04-20,3924.471562704488
2018-04-23,3777.273119027635
2018-04-24,3974.3096496690273
2018-04-25,4246.556569882484
2018-04-26,4532.924592141076
2018-04-27,4532.924592141076
2018-04-30,4456.313935632756
2018-05-01,4720.797466523939
2018-05-02,4720.797466523939
2018-05-03,5196.158973168667
2018-05-04,5196.158973168667
2018-05-07,5682.676301113001
2018-05-08,5652.165089983735
2018-05-09,5652.165089983735
2018-05-10,5652.165089983735
2018-05-11,5808.2679295365515
2018-05-14,5632.258957640705
2018-05-15,5632.258957640705
2018-05-16,5632.258957640705
2018-05-17,5514.464138702948
2018-05-18,5514.464138702948
2018-05-21,4605.6604243890115
2018-05-22,4539.581548561442
2018-05-23,4530.635483773005
2018-05-24,4836.5893576341105
2018-05-25,4951.3213031244
2018-05-28,4821.709659567145
2018-05-29,4544.31304956344
2018-05-30,4567.035283106626
2018-05-31,4703.985973192861
2018-06-01,4859.512331748632
2018-06-04,4734.315416398227
2018-06-05,4780.863758542234
2018-06-06,4485.054649222844
2018-06-07,4485.054649222844
2018-06-08,4485.054649222844
2018-06-11,5037.200629081474
2018-06-12,5037.200629081474
2018-06-13,5037.200629081474
2018-06-14,5070.658039507006
2018-06-15,4786.0876287418705
2018-06-18,4358.417988428056
2018-06-19,4113.3833573761685
2018-06-20,4010.311527412447
2018-06-21,4152.96880207125
