date,price
2015-01-01,4.0
2015-01-02,4.100126582709239
2015-01-05,4.343317746317913
2015-01-06,4.3637721012395225
2015-01-07,4.3637721012395225
2015-01-08,4.3637721012395225
2015-01-09,4.3637721012395225
2015-01-12,4.436140754728597
2015-01-13,4.521047675851045
2015-01-14,4.521047675851045
2015-01-15,4.708247686415841
2015-01-16,4.708247686415841
2015-01-19,5.074298086556022
2015-01-20,5.1115345442489835
2015-01-21,5.1480694434373655
2015-01-22,5.1480694434373655
2015-01-23,5.449255043422571
2015-01-26,5.606512060718115
2015-01-27,5.561096730425024
2015-01-28,5.592936374497397
2015-01-29,5.684028715121875
2015-01-30,5.725685525027118
2015-02-02,5.802018308006004
2015-02-03,5.662934188287243
2015-02-04,5.740150162583472
2015-02-05,5.756942033961977
2015-02-06,5.730765525709241
2015-02-09,5.633115429392448
2015-02-10,5.627389894369327
2015-02-11,5.635961829063152
2015-02-12,5.635961829063152
2015-02-13,5.853917788093453
2015-02-16,6.063151107415006
2015-02-17,6.059415334262723
2015-02-18,5.9788387672247305
2015-02-19,5.917661667791559
2015-02-20,5.865067147730982
2015-02-23,6.109859183510902
2015-02-24,6.2023797524625905
2015-02-25,6.2023797524625905
2015-02-26,6.131514776588923
2015-02-27,6.131514776588923
2015-03-02,6.65853553381527
2015-03-03,6.65853553381527
2015-03-04,6.576312270714755
2015-03-05,6.747457706581459
2015-03-06,6.9378854133848264
2015-03-09,7.139217630943997
2015-03-10,7.331254776687127
2015-03-11,7.184075314882017
2015-03-12,6.970778834312034
2015-03-13,7.080956001532089
2015-03-16,7.0787455357668865
2015-03-17,7.0787455357668865
2015-03-18,7.08574350571487
2015-03-19,7.103267725933537
2015-03-20,7.268466422104193
2015-03-23,7.611914587901801
2015-03-24,7.634784978496028
2015-03-25,7.771923934011271
2015-03-26,8.002323296176323
2015-03-27,7.766275137838564
2015-03-30,7.76119402694067
2015-03-31,7.770419524404588
2015-04-01,7.931018806742437
2015-04-02,7.899574101018588
2015-04-03,7.780785784943305
2015-04-06,7.9250160708540065
2015-04-07,8.144437349728582
2015-04-08,8.158966346873138
